0.5000	0.3999
0.5500	0.4675
0.6000	0.5030
0.6500	0.5206
0.7000	0.5273
0.7500	0.5271
0.8000	0.5220
0.8500	0.5138
0.9000	0.5037
0.9500	0.4935
1.0000	0.4852
1.0500	0.4821
1.1000	0.4889
1.1500	0.5121
1.2000	0.5583
1.2500	0.6301
1.3000	0.7233
1.3500	0.8278
1.4000	0.9333
1.4500	1.0321
1.5000	1.1204
1.5500	1.1970
1.6000	1.2626
1.6500	1.3181
1.7000	1.3654
1.7500	1.4056
1.8000	1.4401
1.8500	1.4698
1.9000	1.4957
1.9500	1.5185
2.0000	1.5389
2.0500	1.5575
2.1000	1.5744
2.1500	1.5904
2.2000	1.6056
2.2500	1.6202
2.3000	1.6347
2.3500	1.6491
2.4000	1.6637
2.4500	1.6786
2.5000	1.6939
