0.1000	0.6774
0.1078	0.6754
0.1162	0.6726
0.1252	0.6688
0.1349	0.6638
0.1454	0.6573
0.1567	0.6487
0.1689	0.6375
0.1821	0.6225
0.1962	0.6022
0.2115	0.5735
0.2279	0.5379
0.2456	1.0287
0.2647	3.3522
0.2853	4.6359
0.3075	4.4768
0.3314	3.7192
0.3572	2.9743
0.3850	2.4100
0.4149	2.0064
0.4472	1.7125
0.4820	1.4884
0.5195	1.3080
0.5599	1.1535
0.6034	1.0115
0.6503	0.8678
0.7009	0.7024
0.7554	0.6488
0.8142	1.2871
0.8775	2.0204
0.9457	2.4264
1.0193	2.5212
1.0986	2.4197
1.1840	2.2300
1.2761	2.0231
1.3753	1.8349
1.4823	1.6772
1.5975	1.5512
1.7218	1.4550
1.8557	1.3877
2.0000	1.3490
