-5.0000	-0.0390
-4.8431	-0.0448
-4.6862	-0.0492
-4.5293	-0.0519
-4.3724	-0.0524
-4.2155	-0.0510
-4.0586	-0.0477
-3.9017	-0.0430
-3.7448	-0.0374
-3.5879	-0.0312
-3.4310	-0.0249
-3.2741	-0.0188
-3.1172	-0.0131
-2.9603	-0.0082
-2.8034	-0.0043
-2.6465	-0.0016
-2.4896	-0.0005
-2.3327	-0.0012
-2.1758	-0.0038
-2.0189	-0.0086
-1.8620	-0.0155
-1.7051	-0.0242
-1.5482	-0.0341
-1.3913	-0.0446
-1.2344	-0.0544
-1.0775	-0.0626
-0.9206	-0.0681
-0.7637	-0.0702
-0.6068	-0.0687
-0.4499	-0.0638
-0.2930	-0.0562
-0.1361	-0.0468
0.0208	-0.0364
0.1777	-0.0259
0.3346	-0.0156
0.4915	-0.0058
0.6484	0.0036
0.8053	0.0125
0.9622	0.0211
1.1191	0.0293
1.2760	0.0365
1.4329	0.0421
1.5898	0.0453
1.7467	0.0452
1.9036	0.0411
2.0605	0.0330
2.2174	0.0212
2.3743	0.0071
2.5312	-0.0079
2.6881	-0.0220
2.8450	-0.0336
3.0019	-0.0417
3.1588	-0.0457
3.3157	-0.0460
3.4726	-0.0431
3.6295	-0.0380
3.7864	-0.0317
3.9433	-0.0249
4.1002	-0.0183
4.2571	-0.0123
4.4140	-0.0069
4.5709	-0.0022
4.7278	0.0018
4.8847	0.0050
5.0416	0.0075
5.1985	0.0094
5.3554	0.0107
5.5123	0.0115
5.6692	0.0119
5.8261	0.0119
5.9830	0.0117
6.1399	0.0112
6.2968	0.0105
6.4537	0.0098
6.6106	0.0089
6.7675	0.0081
6.9244	0.0075
7.0813	0.0071
7.2382	0.0071
7.3951	0.0074
7.5520	0.0082
7.7089	0.0093
7.8658	0.0107
8.0227	0.0122
8.1796	0.0136
8.3365	0.0149
8.4934	0.0158
8.6503	0.0162
8.8072	0.0163
8.9641	0.0159
9.1210	0.0153
9.2779	0.0145
9.4348	0.0139
9.5917	0.0136
9.7486	0.0137
9.9055	0.0145
10.0624	0.0161
10.2193	0.0183
10.3762	0.0212
10.5331	0.0243
10.6900	0.0274
10.8469	0.0299
11.0038	0.0313
11.1607	0.0313
11.3176	0.0294
11.4745	0.0258
11.6314	0.0205
11.7883	0.0139
11.9452	0.0067
12.1021	-0.0006
12.2590	-0.0074
12.4159	-0.0131
12.5728	-0.0174
12.7297	-0.0202
12.8866	-0.0213
13.0435	-0.0210
13.2004	-0.0194
13.3573	-0.0168
13.5142	-0.0136
13.6711	-0.0101
13.8280	-0.0068
13.9849	-0.0039
14.1418	-0.0019
14.2987	-0.0012
14.4556	-0.0019
14.6125	-0.0043
14.7694	-0.0083
14.9263	-0.0139
15.0832	-0.0205
15.2401	-0.0276
15.3970	-0.0343
15.5539	-0.0398
15.7108	-0.0434
15.8677	-0.0449
16.0246	-0.0439
16.1815	-0.0409
16.3384	-0.0363
16.4953	-0.0307
16.6522	-0.0248
16.8091	-0.0191
16.9660	-0.0138
17.1229	-0.0093
17.2798	-0.0054
17.4367	-0.0022
17.5936	0.0003
17.7505	0.0023
17.9074	0.0039
18.0643	0.0050
18.2212	0.0057
18.3781	0.0060
18.5350	0.0059
18.6919	0.0055
18.8488	0.0048
19.0057	0.0039
19.1626	0.0028
19.3195	0.0016
19.4764	0.0005
19.6333	-0.0006
19.7902	-0.0016
19.9471	-0.0024
20.1040	-0.0030
20.2609	-0.0034
20.4178	-0.0036
20.5747	-0.0036
20.7316	-0.0035
20.8885	-0.0032
21.0454	-0.0029
21.2023	-0.0026
21.3592	-0.0023
21.5161	-0.0021
21.6730	-0.0020
21.8299	-0.0019
21.9868	-0.0018
22.1437	-0.0018
22.3006	-0.0018
22.4575	-0.0017
22.6144	-0.0015
22.7713	-0.0013
22.9282	-0.0010
23.0851	-0.0006
23.2420	-0.0002
23.3989	0.0002
23.5558	0.0006
23.7127	0.0010
23.8696	0.0014
24.0265	0.0018
24.1834	0.0021
24.3403	0.0024
24.4972	0.0026
24.6541	0.0027
24.8110	0.0027
24.9679	0.0025
25.1248	0.0022
25.2817	0.0019
25.4386	0.0015
25.5955	0.0012
25.7524	0.0009
25.9093	0.0008
26.0662	0.0007
26.2231	0.0008
26.3800	0.0010
26.5369	0.0013
26.6938	0.0016
26.8507	0.0018
27.0076	0.0020
27.1645	0.0022
27.3214	0.0023
27.4783	0.0023
27.6352	0.0023
27.7921	0.0022
27.9490	0.0021
28.1059	0.0021
28.2628	0.0020
28.4197	0.0018
28.5766	0.0016
28.7335	0.0014
28.8904	0.0011
29.0473	0.0008
29.2042	0.0005
29.3611	0.0002
29.5180	-0.0001
29.6749	-0.0003
29.8318	-0.0004
29.9887	-0.0004
30.1456	-0.0004
30.3025	-0.0003
30.4594	-0.0001
30.6163	0.0002
30.7732	0.0005
30.9301	0.0008
31.0870	0.0011
31.2439	0.0014
31.4008	0.0017
31.5577	0.0018
31.7146	0.0019
31.8715	0.0018
32.0284	0.0017
32.1853	0.0015
32.3422	0.0013
32.4991	0.0010
32.6560	0.0008
32.8129	0.0005
32.9698	0.0003
33.1267	0.0001
33.2836	-0.0001
33.4405	-0.0002
33.5974	-0.0003
33.7543	-0.0004
33.9112	-0.0005
34.0681	-0.0005
34.2250	-0.0005
34.3819	-0.0005
34.5388	-0.0005
34.6957	-0.0004
34.8526	-0.0004
35.0095	-0.0003
