0.1000	1.7011
0.1078	1.5689
0.1162	1.4579
0.1252	1.3647
0.1349	1.2859
0.1454	1.2190
0.1567	1.1615
0.1689	1.1120
0.1821	1.0688
0.1962	1.0311
0.2115	0.9978
0.2279	0.9685
0.2456	0.9423
0.2647	0.9190
0.2853	0.8982
0.3075	0.8794
0.3314	0.8625
0.3572	0.8472
0.3850	0.8333
0.4149	0.8206
0.4472	0.8088
0.4820	0.7978
0.5195	0.7875
0.5599	0.7775
0.6034	0.7678
0.6503	0.7581
0.7009	0.7483
0.7554	0.7381
0.8142	0.7274
0.8775	0.7162
0.9457	0.7044
1.0193	0.6923
1.0986	0.6806
1.1840	0.6708
1.2761	0.6655
1.3753	0.6689
1.4823	0.6865
1.5975	0.7245
1.7218	0.7898
1.8557	0.8870
2.0000	1.0130
