0.5000	1.5233
0.5500	1.5312
0.6000	1.5397
0.6500	1.5489
0.7000	1.5587
0.7500	1.5692
0.8000	1.5804
0.8500	1.5922
0.9000	1.6047
0.9500	1.6179
1.0000	1.6318
1.0500	1.6464
1.1000	1.6617
1.1500	1.6777
1.2000	1.6943
1.2500	1.7117
1.3000	1.7298
1.3500	1.7486
1.4000	1.7680
1.4500	1.7882
1.5000	1.8092
1.5500	1.8308
1.6000	1.8531
1.6500	1.8762
1.7000	1.9001
1.7500	1.9246
1.8000	1.9499
1.8500	1.9760
1.9000	2.0028
1.9500	2.0304
2.0000	2.0587
2.0500	2.0877
2.1000	2.1175
2.1500	2.1480
2.2000	2.1792
2.2500	2.2110
2.3000	2.2435
2.3500	2.2765
2.4000	2.3101
2.4500	2.3442
2.5000	2.3787
