0.5000	1.3612
0.5500	1.3661
0.6000	1.3720
0.6500	1.3792
0.7000	1.3879
0.7500	1.3985
0.8000	1.4111
0.8500	1.4261
0.9000	1.4435
0.9500	1.4638
1.0000	1.4870
1.0500	1.5134
1.1000	1.5431
1.1500	1.5762
1.2000	1.6126
1.2500	1.6523
1.3000	1.6951
1.3500	1.7407
1.4000	1.7887
1.4500	1.8389
1.5000	1.8907
1.5500	1.9439
1.6000	1.9980
1.6500	2.0526
1.7000	2.1070
1.7500	2.1608
1.8000	2.2133
1.8500	2.2641
1.9000	2.3125
1.9500	2.3584
2.0000	2.4014
2.0500	2.4415
2.1000	2.4788
2.1500	2.5133
2.2000	2.5453
2.2500	2.5749
2.3000	2.6023
2.3500	2.6277
2.4000	2.6514
2.4500	2.6734
2.5000	2.6940
